Gene	Bias	TCPOBOP_FPKM	TCPOBOP_FC	TCPOBOP_Compartment
NEO1	Up	2.09	1.87	CBnPAs - Female
NFE2L1	Up	170.65	1.82	Nuc - Female
NFE2L3	Up	2.21	18.11	NP - Female
NFXL1	Up	6.33	2.18	CBnPAs - Male
NID1	Up	10.04	2.02	Nuc - Female
NKAIN4	Up	3.72	2.56	Nuc - Female
NME1	Up	25.56	2.18	CB - Male
NME6	Up	29.21	2.49	Nuc - Female
NMRK1	Up	9.90	2.59	CB - Female
NMT2	Up	28.14	1.94	CB - Female
NOL10	Up	8.37	2.38	NP - Male
NOP58	Up	1.72	1.99	CBnPAs - Male
NOS1AP	Up	0.61	4.39	NP - Male
NPC1L1	Up	0.20	20.72	Cyto - Female
NPLOC4	Up	138.88	1.70	Nuc - Female
NR0B2	Up	51.68	1.99	 Nuc - Male
NR1D2	Up	21.29	2.35	CB - Female
NR6A1	Up	16.17	2.09	CB - Female
NREP	Up	32.38	3.21	Cyto - Male
NRG1	Up	0.96	28.89	NP - Female
NRG4	Up	3.10	6.47	Cyto - Female
NRIP1	Up	2.20	4.35	NP - Male
NRM	Up	1.96	2.75	Nuc - Female
NUDT12	Up	18.01	1.96	NP - Male
NUDT19	Up	25.97	2.64	Nuc - Female
NUF2	Up	0.44	7.25	NP - Female
NUP205	Up	42.40	13.73	Cyto - Female
NUP35	Up	3.29	2.74	CBnPAs - Male
NUP93	Up	1.39	2.28	Nuc - Female
ODC1	Up	53.71	1.79	NP - Male
ORM3	Up	35.02	3.94	CB - Female
ORMDL3	Up	131.55	1.63	Nuc - Female
OSBP	Up	24.74	2.05	CB - Male
OSTC	Up	165.52	1.95	Nuc - Female
P2RX4	Up	47.62	1.74	Nuc - Female
P4HB	Up	146.98	2.33	CB - Male
PADI4	Up	0.91	26.38	NP - Male
PAPSS2	Up	167.04	2.54	NP - Female
PARD3B	Up	4.02	2.48	CBnPAs - Male
PARPBP	Up	0.19	74.40	Cyto - Female
PBK	Up	0.86	19.28	Cyto - Female
PCBP1	Up	10.68	2.09	CB - Male
PCDHB7	Up	0.09	34.66	Nuc - Female
PCNA	Up	7.66	2.36	Nuc - Female
PCSK9	Up	167.44	2.40	 Nuc - Male
PDE3B	Up	42.81	3.31	NP - Female
PDE6H	Up	1.69	4.61	CB - Female
PDGFA	Up	8.25	2.29	 Nuc - Male
PDIA3	Up	23.43	2.09	CB - Male
PDIA4	Up	30.33	2.22	CB - Male
PDIA5	Up	7.23	1.86	CBnPAs - Male
PDIA6	Up	34.45	1.89	CB - Male
PDP2	Up	35.54	2.14	Cyto - Female
PDXDC1	Up	38.57	2.06	Cyto - Female
PDZD2	Up	1.25	6.86	NP - Female
PDZK1	Up	26.52	2.02	Nuc - Female
PEF1	Up	5.68	2.10	CB - Female
PEG3	Up	60.00	3.38	CBnPAs - Female
PEPD	Up	52.96	1.87	Nuc - Female
PER3	Up	14.60	3.17	CB - Female
PGK1	Up	415.85	1.68	Nuc - Female
PGM1	Up	1.22	2.31	Nuc - Female
PGM3	Up	15.16	2.28	NP - Male
PGRMC1	Up	427.08	2.08	Nuc - Female
PHF1	Up	17.20	1.90	CB - Female
PHLPP1	Up	5.14	1.93	Nuc - Female
PHOSPHO1	Up	2.77	2.89	Cyto - Female
PICALM	Up	38.47	2.75	NP - Female
PIK3AP1	Up	8.99	1.84	CBnPAs - Female
PIK3CB	Up	18.59	3.66	NP - Female
PIR	Up	2.05	2.29	CB - Female
PKLR	Up	238.80	1.84	 Nuc - Male
PKMYT1	Up	4.23	3.48	Nuc - Female
PLA2G12A	Up	15.94	4.65	Nuc - Female
PLA2G6	Up	119.86	2.84	 Nuc - Male
PLAA	Up	4.51	1.92	CB - Female
PLEC	Up	364.10	1.84	Nuc - Female
PLEKHA7	Up	2.27	1.92	CBnPAs - Female
PLK1	Up	0.95	16.22	Cyto - Female
PLXNA1	Up	4.39	1.67	Nuc - Female
PLXNA3	Up	0.41	7.60	Cyto - Female
PNLIPRP1	Up	5.55	817.14	Cyto - Female
PNPLA3	Up	36.74	5.26	CB - Female
PNPO	Up	15.42	1.87	CB - Male
POC1B	Up	5.30	2.35	CB - Male
PODN	Up	23.88	14.11	CB - Female
POLA1	Up	11.50	4.13	NP - Female
POLE	Up	1.81	3.16	CBnPAs - Female
POLQ	Up	1.01	9.09	Nuc - Female
POR	Up	1823.19	4.13	Nuc - Female
PPAN	Up	33.75	1.71	 Nuc - Male
PPAPDC1B	Up	5.79	1.79	CBnPAs - Male
PPID	Up	7.44	2.03	CB - Female
PPIL4	Up	1.71	1.76	CBnPAs - Male
PPL	Up	17.48	3.00	Nuc - Female
PPP1CC	Up	5.37	1.72	CBnPAs - Female
PPP1R10	Up	5.43	2.20	 Nuc - Male
PPP1R3G	Up	2.66	6.93	Cyto - Female
PPP1R42	Up	2.42	21.23	NP - Female
PPP4R4	Up	3.86	2.04	CBnPAs - Male
PPRC1	Up	6.43	2.14	 Nuc - Male
PRC1	Up	1.35	14.07	Cyto - Female
PRDM14	Up	0.30	16.50	NP - Female
PRDX1	Up	35.77	2.12	CB - Male
PRDX6	Up	44.71	1.66	CBnPAs - Male
PREB	Up	6.35	1.67	CBnPAs - Male
PRELID2	Up	45.86	3.93	Cyto - Female
PRG4	Up	23.21	2.26	CB - Male
PRKDC	Up	33.06	1.75	CBnPAs - Female
PRKG2	Up	0.36	43.89	Cyto - Female
PROK1	Up	1.65	4.23	Cyto - Male
PROM1	Up	16.03	4.80	NP - Female
PRSS8	Up	15.29	4.88	 Nuc - Male
PRUNE	Up	11.42	2.15	Nuc - Female
PSMB4	Up	91.75	1.97	CB - Male
PSMB5	Up	17.81	1.88	CB - Male
PSMC2	Up	82.71	1.72	Nuc - Female
PSMC3IP	Up	1.24	7.28	Cyto - Male
PSMC6	Up	8.88	2.07	CB - Male
PSMD1	Up	132.53	1.88	Nuc - Female
PSMD11	Up	63.85	1.64	Nuc - Female
PSMD13	Up	0.90	1.85	CBnPAs - Female
PSMD14	Up	4.34	1.98	CB - Male
PSMD2	Up	266.15	1.82	Nuc - Female
PTCH2	Up	3.61	2.56	 Nuc - Male
PTGES	Up	11.26	42.35	Cyto - Female
PTP4A1	Up	43.57	1.71	 Nuc - Male
PUSL1	Up	26.28	2.67	 Nuc - Male
PXYLP1	Up	7.69	1.90	Nuc - Female
PYCR2	Up	2.26	2.39	Cyto - Female
PYGL	Up	254.97	2.14	NP - Male
RABIF	Up	3.47	1.83	 Nuc - Male
RAD51	Up	2.28	4.12	NP - Female
RAD51AP1	Up	1.05	4.38	Nuc - Female
RAN	Up	7.21	2.22	CB - Male
RANBP2	Up	44.58	2.18	NP - Male
RANBP6	Up	0.74	2.75	CB - Female
RAPGEF1	Up	25.33	2.07	NP - Male
RAPGEF2	Up	12.36	1.92	Nuc - Female
RAPGEF4	Up	47.28	2.43	NP - Male
RARB	Up	7.42	3.23	NP - Male
RARRES1	Up	37.60	3.13	Nuc - Female
RASSF8	Up	2.40	2.52	NP - Male
RBBP8	Up	3.16	1.96	CB - Female
RBL1	Up	1.40	3.20	NP - Female
RBP1	Up	52.76	2.85	Cyto - Female
REG3B	Up	1.64	12.99	Cyto - Male
RFESD	Up	0.95	2.31	CB - Female
RHBDD2	Up	21.40	1.81	Nuc - Female
RHOBTB3	Up	9.56	2.22	CB - Female
RICTOR	Up	4.32	1.92	CB - Female
RINT1	Up	7.66	1.71	Nuc - Female
RIOK2	Up	2.75	2.30	CB - Female
RMI2	Up	1.27	5.49	Nuc - Female
RNF11	Up	7.06	1.75	 Nuc - Male
RNF123	Up	17.43	2.01	NP - Male
RNF170	Up	62.84	2.98	CB - Female
RNF24	Up	2.26	2.33	CBnPAs - Female
RNPS1	Up	38.52	1.67	Nuc - Female
RPIA	Up	11.22	2.24	CB - Male
RPL10	Up	13.61	1.79	CBnPAs - Male
RPL10A	Up	105.38	1.77	CB - Male
RPL12	Up	195.64	2.13	CB - Male
RPL14-PS1	Up	0.81	115.39	Cyto - Female
RPL22L1	Up	55.68	2.34	CB - Male
RPL23A	Up	157.23	1.83	CB - Male
RPL27A	Up	334.39	1.76	CB - Male
RPL3	Up	209.17	1.79	CB - Male
RPL31	Up	174.43	1.76	CB - Male
RPL36AL	Up	22.09	1.76	CB - Male
RPL38	Up	116.54	1.81	CB - Male
RPL39	Up	113.90	2.14	CB - Male
RPL7A	Up	92.38	1.83	CB - Male
RPLP1	Up	39.67	1.94	CB - Male
RPN1	Up	72.84	2.18	CB - Male
RPP38	Up	0.46	3.07	 Nuc - Male
RPS11	Up	7.19	1.89	CBnPAs - Male
RPS12	Up	263.45	1.91	CB - Male
RPS13	Up	131.88	1.81	CB - Male
RPS14	Up	370.48	1.81	CB - Male
RPS15A	Up	77.61	1.84	CB - Male
RPS18	Up	475.18	1.72	CB - Male
RPS21	Up	92.45	1.82	CB - Male
RPS23	Up	112.98	1.84	CB - Male
RPS26	Up	12.84	1.74	CB - Male
RPS27A	Up	38.58	1.76	CB - Male
RPS27L	Up	12.69	2.75	CB - Male
RPS5	Up	165.13	1.75	CB - Male
RRM1	Up	2.36	2.44	Nuc - Female
RRM2	Up	1.79	4.54	Cyto - Female
RRP12	Up	1.60	2.13	 Nuc - Male
RSAD2	Up	0.61	4.32	CBnPAs - Female
RSU1	Up	4.20	1.83	Nuc - Female
S100A10	Up	88.70	2.38	CB - Male
S100A8	Up	22.62	8.62	Cyto - Female
SAR1B	Up	83.88	3.49	NP - Female
SC5D	Up	121.30	2.08	NP - Male
SCAI	Up	9.69	2.10	CB - Female
SCARNA13	Up	0.79	5.15	CB - Male
SCFD1	Up	25.88	2.32	CBnPAs - Male
SCN8A	Up	1.47	7.01	NP - Female
SDC3	Up	279.53	1.61	Nuc - Female
SDF2L1	Up	9.02	2.60	CB - Male
SEC11C	Up	4.60	1.90	CB - Male
SEC13	Up	9.33	1.74	Nuc - Female
SEC22B	Up	17.24	2.04	CB - Female
SEC23B	Up	16.11	1.97	 Nuc - Male
SEC24A	Up	51.38	1.59	CBnPAs - Male
SEC24D	Up	13.17	2.13	NP - Male
SEC31A	Up	41.28	1.96	Nuc - Female
SEC61A1	Up	111.92	1.78	NP - Male
SEC61B	Up	21.48	2.73	CB - Male
SEC61G	Up	25.40	2.45	CB - Male
SEL1L3	Up	2.00	2.15	CBnPAs - Female
SERP1	Up	201.66	2.09	NP - Male
SERPINA3F	Up	12.71	3.89	Nuc - Female
SERPINA6	Up	507.80	3.91	Cyto - Female
SETD1B	Up	13.19	1.77	Nuc - Female
SETD4	Up	48.93	7.40	CB - Female
SGK1	Up	8.73	2.69	CB - Male
SGPL1	Up	121.40	3.35	Nuc - Female
SGSM1	Up	1.84	2.00	CBnPAs - Male
SH2B2	Up	0.83	2.70	 Nuc - Male
SH3BP2	Up	32.95	1.87	 Nuc - Male
SH3GL1	Up	19.96	2.36	CB - Female
SHCBP1	Up	0.55	15.93	Cyto - Female
SHROOM1	Up	35.01	2.29	Nuc - Female
SIDT1	Up	1.82	6.94	Nuc - Female
SIK1	Up	13.02	2.42	 Nuc - Male
SIPA1L1	Up	4.89	1.87	Nuc - Female
SIPA1L2	Up	4.42	2.75	CBnPAs - Female
SLC10A2	Up	7.14	2.66	NP - Male
SLC13A2	Up	14.76	9.13	CB - Female
SLC15A4	Up	13.69	2.77	CB - Female
SLC15A5	Up	2.90	4.07	 Nuc - Male
SLC16A12	Up	16.44	2.17	NP - Male
SLC17A8	Up	19.29	2.61	NP - Male
SLC17A9	Up	6.84	2.69	CB - Male
SLC1A4	Up	0.74	2.26	CBnPAs - Male
SLC22A26	Up	72.63	2.26	Nuc - Female
SLC22A28	Up	10.67	2.81	Cyto - Male
SLC23A1	Up	142.64	2.38	CB - Female
SLC23A2	Up	55.79	5.77	NP - Female
SLC25A37	Up	45.56	4.24	CB - Female
SLC2A4RG-PS	Up	55.57	1.86	CB - Female
SLC33A1	Up	18.30	1.68	 Nuc - Male
SLC34A2	Up	9.54	2.84	Nuc - Female
SLC35B1	Up	30.03	1.85	 Nuc - Male
SLC35G1	Up	10.72	2.63	NP - Female
SLC37A1	Up	4.16	4.45	CB - Female
SLC39A11	Up	12.81	1.76	NP - Male
SLC41A1	Up	2.06	1.92	Nuc - Female
SLC6A9	Up	5.84	2.22	CB - Female
SLC9A3R1	Up	119.32	2.90	Cyto - Female
SLCO1A4	Up	60.29	3.47	NP - Female
SLCO1A6	Up	0.32	24.52	Cyto - Male
SLFN9	Up	0.20	4.06	Cyto - Female
SMARCA2	Up	31.82	2.00	CBnPAs - Female
SMIM14	Up	19.46	2.45	CB - Male
SMIM15	Up	0.98	2.66	CB - Male
SMPD2	Up	56.19	1.82	Nuc - Female
SMPD3	Up	20.72	11.12	Nuc - Female
SND1	Up	2194.72	1.67	Nuc - Female
SNHG14	Up	36.92	2.95	CB - Female
SNORA26	Up	42.64	4.82	 Nuc - Male
SNORA65	Up	149.11	2.22	 Nuc - Male
SNORA70	Up	127.64	1.97	 Nuc - Male
SNORD47	Up	69.27	2.69	CB - Male
SNORD65	Up	4.43	3.05	CB - Male
SNORD83B	Up	8.13	3.42	CB - Male
SNX22	Up	0.85	3.70	Cyto - Male
SOD3	Up	88.42	1.98	Nuc - Female
SORCS3	Up	0.97	6.96	CB - Female
SOS1	Up	2.70	2.41	CB - Female
SPC24	Up	1.37	2.44	Nuc - Female
SPCS2	Up	5.32	2.50	CB - Male
SPCS3	Up	7.55	2.31	CB - Male
SPECC1	Up	0.47	2.28	Nuc - Female
SPICE1	Up	5.45	1.97	CBnPAs - Male
SPIRE2	Up	0.10	7.47	Cyto - Female
SPOCK2	Up	2.50	3.58	Nuc - Female
SPRYD3	Up	8.30	2.31	Cyto - Female
SPRYD7	Up	16.50	2.17	Nuc - Female
SPSB4	Up	6.36	2.21	Nuc - Female
SPTAN1	Up	210.22	1.72	Nuc - Female
SPTBN1	Up	43.98	2.08	Nuc - Female
SPTBN2	Up	166.18	2.03	Nuc - Female
SPTSSA	Up	4.93	2.29	CB - Male
SQLE	Up	41.82	2.83	NP - Male
SQSTM1	Up	103.37	1.94	CB - Male
SRC	Up	7.00	1.99	Nuc - Female
SREBF2	Up	16.93	1.86	NP - Male
SRM	Up	15.99	2.69	 Nuc - Male
SRP14	Up	7.90	2.34	CB - Male
SRP72	Up	9.33	1.82	CBnPAs - Male
SRP9	Up	18.06	2.23	CB - Male
SRPR	Up	221.63	1.72	NP - Male
SRPRB	Up	10.29	1.75	Nuc - Female
SRSF2	Up	87.75	2.07	CB - Female
SRSF5	Up	752.56	2.14	CB - Female
SRXN1	Up	12.15	2.41	Nuc - Female
SSR1	Up	31.35	1.67	Nuc - Female
SSR2	Up	6.44	2.10	CB - Male
SSR3	Up	117.39	2.03	NP - Male
SSR4	Up	42.24	1.89	CB - Male
ST3GAL1	Up	134.93	2.40	Nuc - Female
STAM	Up	6.18	1.74	CBnPAs - Female
STAP1	Up	8.69	4.15	NP - Female
STARD4	Up	26.10	2.14	NP - Male
STBD1	Up	161.28	2.60	 Nuc - Male
STEAP4	Up	59.45	1.95	Nuc - Female
STIL	Up	2.52	11.01	NP - Female
STIM2	Up	24.23	2.59	CB - Female
STK40	Up	8.35	1.63	 Nuc - Male
STMN1	Up	2.29	2.39	Nuc - Female
STON2	Up	11.59	2.09	Nuc - Female
STRN	Up	0.65	2.93	NP - Male
STT3A	Up	116.85	1.66	Nuc - Female
STT3B	Up	37.28	1.71	Nuc - Female
STX5A	Up	8.59	1.74	CBnPAs - Male
SULF2	Up	22.20	2.30	Nuc - Female
SULT1C2	Up	38.94	7.60	NP - Female
SULT1D1	Up	69.88	3.56	Cyto - Female
SULT1E1	Up	3.26	164.50	NP - Female
SULT2A1	Up	124.10	7.40	NP - Female
SULT2A2	Up	86.77	3.10	Cyto - Female
SULT2A3	Up	20.76	4.29	NP - Female
SULT2A4	Up	26.02	3.57	NP - Female
SULT2A5	Up	45.41	4.76	NP - Female
SULT2A6	Up	20.86	4.15	NP - Female
SULT3A1	Up	235.78	3.92	NP - Female
SULT5A1	Up	61.60	2.28	CB - Female
SUSD6	Up	13.18	1.73	Nuc - Female
SVIL	Up	115.81	2.60	Nuc - Female
SYNJ2	Up	8.76	2.06	CBnPAs - Male
SYT1	Up	24.42	2.42	NP - Male
SYTL5	Up	6.05	4.32	CBnPAs - Female
SYVN1	Up	16.02	1.79	CBnPAs - Male
TAF1D	Up	9.58	2.77	CB - Female
TANC2	Up	4.55	2.67	Cyto - Female
TAT	Up	189.53	1.75	NP - Male
TCF19	Up	3.62	3.08	Cyto - Female
TCP1	Up	13.07	1.95	CBnPAs - Male
TDO2	Up	989.40	2.17	Cyto - Male
TENC1	Up	17.11	2.47	CB - Female
TFCP2L1	Up	3.81	2.72	Cyto - Female
TFDP1	Up	9.43	2.19	CB - Male
TGFBR2	Up	17.72	1.82	Nuc - Female
TGM2	Up	296.89	1.95	Nuc - Female
THA1	Up	11.82	1.69	 Nuc - Male
THEM4	Up	2.52	1.83	CBnPAs - Male
THRSP	Up	217.48	6.21	Cyto - Male
THYN1	Up	13.20	1.95	CB - Male
TIMM8A1	Up	204.31	2.78	Cyto - Female
TLR5	Up	6.94	2.85	Cyto - Female
TM7SF2	Up	125.43	2.37	CB - Female
TMED2	Up	30.10	1.90	CB - Male
TMED3	Up	21.70	3.33	CB - Male
TMED7	Up	29.43	2.25	CB - Male
TMEM125	Up	6.14	2.00	 Nuc - Male
TMEM184B	Up	156.70	2.09	Nuc - Female
TMEM214	Up	40.77	1.72	Nuc - Female
TMEM248	Up	14.66	1.88	CB - Male
TMEM258	Up	38.94	2.12	 Nuc - Male
TMEM263	Up	2.81	2.39	CB - Female
TMEM37	Up	22.70	2.12	CB - Male
TMEM39A	Up	9.11	1.97	 Nuc - Male
TMEM41B	Up	7.01	2.49	Cyto - Male
TMEM56	Up	238.70	1.90	NP - Male
TMPO	Up	10.43	1.79	Nuc - Female
TMPRSS7	Up	0.10	42.74	Cyto - Female
TMTC4	Up	5.88	3.68	NP - Female
TNFAIP2	Up	53.51	2.00	Nuc - Female
TNFAIP8L1	Up	5.94	2.07	CB - Female
TNFRSF19	Up	2.82	2.57	NP - Male
TNK2	Up	9.35	2.57	CB - Female
TNKS1BP1	Up	44.27	1.72	Nuc - Female
TOMT	Up	0.53	35.92	CB - Female
TOP2A	Up	11.76	4.40	NP - Female
TOPBP1	Up	2.74	2.07	CBnPAs - Female
TOR1A	Up	48.52	1.82	Nuc - Female
TOR1B	Up	33.92	2.09	CB - Female
TPM1	Up	6.25	1.67	Nuc - Female
TPMT	Up	5.18	1.86	CB - Male
TPP2	Up	10.64	1.61	CBnPAs - Male
TPX2	Up	0.88	7.19	Cyto - Female
TRABD	Up	200.23	1.92	CB - Male
TRAIP	Up	1.70	3.20	CB - Female
TRAM1	Up	169.89	1.74	Nuc - Female
TRIB3	Up	5.25	2.87	CB - Female
TRIM14	Up	46.62	1.62	Nuc - Female
TRIP13	Up	0.42	5.46	CBnPAs - Female
TRIP4	Up	2.00	1.78	CBnPAs - Female
TRMT13	Up	1.69	1.82	CBnPAs - Male
TRPM8	Up	0.11	16.18	CBnPAs - Male
TSKU	Up	451.50	9.10	 Nuc - Male
TTC39B	Up	42.56	4.37	NP - Female
TTK	Up	1.47	5.46	CB - Female
TTLL8	Up	0.64	5.54	CBnPAs - Male
TUBA1C	Up	13.14	2.10	CB - Male
TUBA8	Up	2.74	9.15	Cyto - Female
TUBB4B	Up	140.59	2.43	Cyto - Female
TXN1	Up	8.09	1.86	CB - Male
TXNDC11	Up	28.82	1.79	CBnPAs - Male
TXNDC5	Up	319.26	1.84	Nuc - Female
TXNL1	Up	20.22	1.80	Nuc - Female
UAP1	Up	6.23	2.09	CB - Male
UBA5	Up	68.78	2.27	CB - Male
UBB	Up	16.45	2.20	CB - Male
UBC	Up	158.15	2.39	 Nuc - Male
UBFD1	Up	10.18	2.20	CB - Male
UBXN4	Up	2.48	1.96	CBnPAs - Male
UFL1	Up	13.05	1.90	CB - Male
UGDH	Up	47.98	1.78	NP - Male
UGGT1	Up	13.30	1.92	CBnPAs - Male
UGT1A1	Up	237.38	2.28	Cyto - Female
UGT1A10	Up	186.30	2.35	NP - Female
UGT1A2	Up	383.15	2.36	NP - Female
UGT1A5	Up	267.19	2.36	NP - Female
UGT1A6A	Up	499.95	2.35	NP - Female
UGT1A6B	Up	420.26	2.35	NP - Female
UGT1A7C	Up	214.71	2.36	NP - Female
UGT1A9	Up	348.50	2.36	NP - Female
UGT2B1	Up	123.69	3.54	Cyto - Male
UGT2B34	Up	134.63	3.37	NP - Male
UGT2B35	Up	141.37	1.94	NP - Male
UGT2B36	Up	359.29	2.68	NP - Female
UHRF1	Up	1.19	3.41	Nuc - Female
UNC13B	Up	12.69	2.31	NP - Male
UNKL	Up	25.11	2.02	CB - Female
UPK3B	Up	4.81	2.69	Nuc - Female
UPP2	Up	178.62	2.86	NP - Female
USO1	Up	14.14	1.92	NP - Male
USP43	Up	0.23	76.87	NP - Female
UTP14B	Up	1.63	3.12	Cyto - Female
UTRN	Up	29.95	1.80	NP - Male
VASH1	Up	0.83	2.33	NP - Male
VAV2	Up	7.89	2.67	NP - Male
VCAM1	Up	6.10	2.19	Nuc - Female
VCPIP1	Up	9.77	1.74	NP - Male
VIMP	Up	53.01	2.16	CB - Male
VKORC1L1	Up	5.86	1.80	CBnPAs - Female
VPS37B	Up	45.29	3.36	Cyto - Female
WDHD1	Up	0.91	3.09	CB - Female
WEE1	Up	1.45	3.15	CB - Female
WFDC16	Up	0.18	9.69	Cyto - Female
WFIKKN1	Up	0.28	11.18	Cyto - Female
WFS1	Up	6.36	2.17	NP - Male
WHSC1L1	Up	45.42	1.87	CBnPAs - Male
WISP1	Up	4.40	2.55	NP - Male
WNT5A	Up	0.90	2.39	CBnPAs - Male
WNT5B	Up	54.85	3.04	Cyto - Female
XIRP1	Up	0.49	3.97	Cyto - Female
XKR9	Up	18.98	1.79	NP - Male
XPO4	Up	2.52	2.85	NP - Male
YBX3	Up	12.83	3.28	Cyto - Female
YRDC	Up	5.91	1.68	 Nuc - Male
ZADH2	Up	47.36	2.02	NP - Male
ZFAND2B	Up	2.44	1.90	CBnPAs - Female
ZFP101	Up	3.47	2.58	CB - Female
ZFP146	Up	0.29	3.84	CB - Female
ZFP280B	Up	2.21	1.75	Nuc - Female
ZFP367	Up	1.30	2.07	CB - Female
ZFP687	Up	11.15	2.05	CB - Male
ZFP750	Up	8.66	2.23	NP - Male
ZFP768	Up	9.18	1.89	Nuc - Female
ZFP810	Up	6.60	2.41	CB - Female
ZFP9	Up	2.36	2.82	NP - Male
ZGPAT	Up	54.62	1.72	Nuc - Female
ZNF41-PS	Up	0.37	8.05	NP - Male
ZWILCH	Up	1.20	4.16	NP - Female
ZWINT	Up	49.12	1.88	Nuc - Female
